level_0,source_id,url,price_man_yen,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,rooms_num,base_layout,luxury_bathroom,luxury_bedroom,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_kitchen,brightness_living_room,brightness_toilet,condition_bathroom,condition_bedroom,condition_kitchen,condition_living_room,condition_toilet,latitude,longitude,station_avg_price_man_yen,station_avg_price_per_sqm,station_listing_count,building_period,predicted_price,deal
3156,79183550,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_79183550/,17200.0,60.56,2009,12.0,3.0,東京都品川区大崎２,大崎駅,4.0,23,2,LDK,0.6575,0.5733333333333334,0.65,,,0.7949999999999999,0.7766666666666667,0.75,,,0.9175,0.9066666666666668,0.9133333333333334,,,35.617767,139.726807,19851.42857142857,297.7485326988762,21,post 2000,17065.0,Standard Price
3157,20039883,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20039883/,17000.0,56.98,2020,3.0,1.0,東京都新宿区市谷本村町,市ケ谷駅,4.0,23,2,LDK,0.6000000000000001,0.55,0.65,,,0.735,0.78,0.765,,,0.95,0.92,0.935,,,35.692543,139.729324,19625.93333333333,251.34609964298252,15,post 2000,16517.0,Standard Price
3158,20289307,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20289307/,17000.0,56.98,2020,3.0,1.0,東京都新宿区市谷本村町,市ケ谷駅,4.0,28,2,LDK,0.5,0.4071428571428571,0.45,,,0.725,0.7457142857142857,0.65,,,0.8925000000000001,0.85,0.8166666666666668,,,35.692543,139.729324,19625.93333333333,251.34609964298252,15,post 2000,16316.0,Standard Price
3160,20317404,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20317404/,17000.0,56.98,2020,3.0,11.0,東京都新宿区市谷本村町３－２３,市ケ谷駅,4.0,29,2,LDK,0.6839999999999999,,0.65,,0.85,0.686,,0.78,,0.35,0.916,,0.92,,0.95,35.691029,139.731674,19625.93333333333,251.34609964298252,15,post 2000,16947.0,Standard Price
3161,20324043,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20324043/,17300.0,129.37,1996,3.0,1.0,東京都新宿区市谷砂土原町３,市ケ谷駅,4.0,33,3,LDK,0.525,0.4785714285714286,0.45,0.45,0.35,0.725,0.7971428571428572,0.815,0.75,0.75,0.885,0.8985714285714286,0.875,0.85,0.85,35.696842,139.736694,19625.93333333333,251.34609964298252,15,1981 to 2000,17099.0,Standard Price
3162,78759921,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78759921/,16990.0,60.03,2022,5.0,1.0,東京都新宿区筑土八幡町,飯田橋駅,6.0,33,2,LDK,0.66,0.6166666666666667,0.65,0.69,,0.7600000000000001,0.85,0.75,0.7833333333333333,,0.93,0.9499999999999998,0.9425,0.9499999999999998,,35.704247,139.740143,22093.25,319.68729551692024,20,post 2000,17538.0,Good Deal
3163,79070925,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79070925/,17000.0,114.34,1988,3.0,3.0,東京都新宿区下落合３,目白駅,9.0,23,3,LDK,0.55,0.15,,0.15,,0.45,0.75,,0.95,,0.85,0.35,,0.2,,35.721176,139.701736,12291.875,170.4536317650511,16,1981 to 2000,16998.0,Standard Price
3164,20046476,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20046476/,17800.0,68.5,2020,13.0,15.0,東京都文京区大塚２,護国寺駅,6.0,19,3,LDK,0.6000000000000001,,0.72,0.7233333333333333,,0.7,,0.835,0.86,,0.95,,0.95,0.9499999999999998,,35.719582,139.731384,9068.09090909091,138.4589418624689,11,post 2000,17796.0,Standard Price
3165,79066186,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79066186/,17500.0,77.26,2015,5.0,1.0,東京都文京区関口１,江戸川橋駅,3.0,22,2,LDK,0.65,0.525,0.664,,,0.75,0.7849999999999999,0.8,,,0.9,0.87,0.924,,,35.709702,139.72963,11126.9,169.314004037611,10,post 2000,16116.0,Standard Price
3166,20276249,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20276249/,17800.0,51.18,2017,15.0,1.0,東京都中央区湊２,八丁堀駅,6.0,24,2,LDK,0.66,0.55,0.744,,,0.7833333333333333,0.79,0.884,,,0.9499999999999998,0.925,0.95,,,35.671036,139.780457,16559.576923076922,270.4733173019636,26,post 2000,15693.0,Standard Price
3167,20287257,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20287257/,17800.0,69.25,2019,46.0,48.0,東京都中央区晴海２,月島駅,12.0,22,2,LDK,0.55,0.45,0.6166666666666667,,0.25,0.7,0.75,0.7833333333333333,,0.75,0.8999999999999999,0.85,0.9499999999999998,,0.95,35.655388,139.785828,17675.083333333332,230.0487784174208,48,post 2000,17796.0,Standard Price
3168,78876453,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78876453/,17700.0,70.7,2015,29.0,1.0,東京都中央区晴海３,勝どき駅,5.0,23,2,LDK,0.5833333333333334,,0.65,0.6900000000000001,,0.6666666666666666,,0.7,0.852,,0.94,,0.9,0.9,,35.655037,139.778976,17752.95348837209,240.40717501438928,86,post 2000,18888.0,Good Deal
3169,78899564,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78899564/,17800.0,64.59,2015,42.0,1.0,東京都中央区晴海３,勝どき駅,5.0,21,2,LDK,0.6000000000000001,0.35,0.6733333333333333,0.6783333333333333,,0.7,0.75,0.7733333333333333,0.855,,0.925,0.85,0.9499999999999998,0.9316666666666666,,35.655037,139.778976,17752.95348837209,240.40717501438928,86,post 2000,17148.0,Standard Price
3170,78914294,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78914294/,17800.0,53.91,2013,8.0,1.0,東京都中央区日本橋蛎殻町１,人形町駅,3.0,14,2,LDK,0.6066666666666667,0.35,0.525,,,0.7766666666666667,0.835,0.7749999999999999,,,0.9333333333333332,0.935,0.8999999999999999,,,35.682602,139.783676,10308.916666666666,200.2616766444048,12,post 2000,13186.0,Standard Price
3171,78961463,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78961463/,17800.0,51.18,2017,15.0,1.0,東京都中央区湊２,八丁堀駅,6.0,21,2,LDK,0.685,0.65,0.75,0.765,,0.85,0.75,0.85,0.865,,0.95,0.95,0.95,0.95,,35.671036,139.780457,16559.576923076922,270.4733173019636,26,post 2000,16179.0,Standard Price
3172,78993255,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78993255/,17800.0,51.18,2017,15.0,1.0,東京都中央区湊２-15-14,八丁堀駅,6.0,21,2,LDK,0.65,0.65,0.7275,0.72,0.55,0.85,0.85,0.8325,0.85,0.65,0.95,0.95,0.95,0.95,0.92,35.671116,139.780441,16559.576923076922,270.4733173019636,26,post 2000,15808.0,Standard Price
3173,79063344,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79063344/,17480.0,63.1,2019,30.0,1.0,東京都中央区晴海２,月島駅,11.0,25,2,LDK,0.6966666666666667,0.55,0.7200000000000001,0.65,,0.8266666666666667,0.85,0.84,0.88,,0.9499999999999998,0.95,0.9499999999999998,0.95,,35.655388,139.785828,17675.083333333332,230.0487784174208,48,post 2000,16005.0,Standard Price
3174,20061455,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20061455/,17480.0,73.48,2014,30.0,2.0,東京都江東区豊洲６,豊洲駅,12.0,19,2,LDK,0.625,0.5,0.72,0.65,,0.775,0.75,0.75,0.85,,0.95,0.885,0.95,0.95,,35.646683,139.786087,13853.38596491228,191.3804020579261,57,post 2000,15779.0,Standard Price
3175,79048049,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79048049/,17480.0,78.27,2009,28.0,1.0,東京都江東区豊洲３,豊洲駅,5.0,24,3,LDK,0.4833333333333333,,0.55,0.72,,0.7600000000000001,,0.7,0.92,,0.9066666666666666,,0.935,0.95,,35.658936,139.796921,13853.38596491228,191.3804020579261,57,post 2000,15784.0,Standard Price
3176,79066094,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79066094/,17500.0,70.06,2018,3.0,9.0,東京都目黒区平町１,都立大学駅,7.0,28,3,LDK,0.64,0.25,0.645,,,0.75,0.65,0.7916666666666666,,,0.9499999999999998,0.85,0.9499999999999998,,,35.618019,139.679276,10983.75,164.65671350955014,20,post 2000,17370.0,Standard Price
3177,20025602,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20025602/,17800.0,66.53,2005,8.0,1.0,東京都港区海岸１,浜松町駅,3.0,21,2,LDK,0.6733333333333333,0.6000000000000001,0.6475,0.75,,0.8166666666666668,0.8,0.775,0.85,,0.9499999999999998,0.92,0.925,0.95,,35.65538,139.761673,33399.0,463.097080019362,21,post 2000,19247.0,Good Deal
3178,20119437,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20119437/,17800.0,89.0,2004,16.0,1.0,東京都港区港南４,品川駅,12.0,22,3,LDK,0.6000000000000001,0.35,0.4785714285714286,,0.25,0.85,0.775,0.7714285714285715,,0.65,0.95,0.875,0.8671428571428572,,0.85,35.627403,139.749313,19542.391304347828,244.36810782282456,46,post 2000,18669.0,Good Deal
3179,20153388,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20153388/,17500.0,45.52,2008,6.0,30.0,東京都港区虎ノ門３,神谷町駅,4.0,22,1,LDK,0.39,0.6166666666666667,0.6175,,,0.63,0.7833333333333333,0.7325,,,0.8099999999999999,0.9066666666666666,0.8975,,,35.664314,139.74707,33508.125,484.5559721787479,16,post 2000,17487.0,Standard Price
3180,20221095,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20221095/,17480.0,64.61,1999,5.0,1.0,東京都港区麻布十番３,麻布十番駅,3.0,22,1,LDK,0.55,0.5,0.5833333333333334,0.55,,0.704,0.7424999999999999,0.7600000000000001,0.75,,0.898,0.8875,0.89,0.9,,35.653225,139.735397,38368.52542372881,413.993169583656,59,1981 to 2000,15243.0,Standard Price
3181,20234364,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20234364/,17800.0,53.63,2002,7.0,2.0,東京都港区東新橋１,汐留駅,3.0,21,1,LDK,0.6733333333333333,0.72,0.65,0.7849999999999999,,0.7933333333333333,0.82,0.75,0.825,,0.9499999999999998,0.88,0.85,0.935,,35.663116,139.760574,26345.0,375.56211496224375,4,post 2000,17327.0,Standard Price
3182,78967548,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78967548/,17800.0,45.44,2011,4.0,1.0,東京都港区麻布台２,麻布十番駅,6.0,23,1,K,0.72,0.75,0.55,0.68,,0.768,0.8,0.45,0.82,,0.95,0.95,0.92,0.95,,35.65881,139.741806,38368.52542372881,413.993169583656,59,post 2000,17118.0,Standard Price
3184,78794332,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_78794332/,17800.0,72.35,2024,10.0,1.0,東京都中野区東中野５,東中野駅,1.0,24,3,LDK,0.485,0.5925,0.65,,0.25,0.8,0.8975,0.75,,0.55,0.8999999999999999,0.9,0.95,,0.85,35.708805,139.689224,11704.92857142857,160.8250061036096,14,post 2000,16193.0,Standard Price
3185,79075259,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79075259/,17800.0,213.25,1987,3.0,4.0,東京都大田区山王３,大森駅,4.0,15,5,LDK,0.4675,0.35,0.45,0.72,,0.825,0.8166666666666668,0.7,0.85,,0.8674999999999999,0.9166666666666666,0.85,0.95,,35.584099,139.722855,10453.333333333334,138.45380628364106,21,1981 to 2000,17800.0,Standard Price
3186,20046546,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20046546/,17800.0,90.09,2004,6.0,14.0,東京都世田谷区深沢２,都立大学駅,18.0,24,3,LDK,0.5,0.45,0.72,0.45,,0.75,0.75,0.78,0.78,,0.8875,0.875,0.95,0.92,,35.621117,139.662888,10983.75,164.65671350955014,20,post 2000,17789.0,Standard Price
3187,20260248,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20260248/,17490.0,66.45,2010,4.0,4.0,東京都渋谷区代々木４,参宮橋駅,4.0,22,2,LDK,0.7,0.635,0.72,,,0.85,0.765,0.68,,,0.95,0.925,0.95,,,35.680756,139.690964,12654.466666666667,197.9029546499731,15,post 2000,17444.0,Standard Price
3188,78350063,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_78350063/,17800.0,63.37,1999,5.0,14.0,東京都渋谷区恵比寿西１-21-10,恵比寿駅,4.0,18,2,LDK,0.3833333333333333,0.3,0.25,0.45,,0.6166666666666667,0.8,0.7000000000000001,0.88,,0.8833333333333333,0.825,0.7833333333333333,0.9,,35.646671,139.705475,18099.854166666668,260.07523942467424,48,1981 to 2000,13927.0,Standard Price
3189,79071661,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79071661/,17499.0,64.13,2016,3.0,5.0,東京都渋谷区代々木５,参宮橋駅,5.0,23,2,LDK,0.72,0.35,0.6000000000000001,0.55,0.45,0.75,0.75,0.75,0.75,0.65,0.95,0.8875,0.8999999999999999,0.85,0.9,35.67374,139.689651,12654.466666666667,197.9029546499731,15,post 2000,17227.0,Standard Price
3190,79051221,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79051221/,17480.0,74.04,2014,6.0,1.0,東京都新宿区大京町,四谷三丁目駅,10.0,23,3,LDK,0.65,0.35,0.55,,,0.7325,0.75,0.735,,,0.935,0.85,0.8999999999999999,,,35.683849,139.717041,13842.0,228.69816743937847,14,post 2000,14194.0,Standard Price
3191,76690934,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_76690934/,17500.0,92.37,2004,9.0,9.0,東京都墨田区緑４,錦糸町駅,10.0,19,4,LDK,0.45,0.4,0.4,,0.35,0.75,0.835,0.7150000000000001,,0.65,0.85,0.85,0.7849999999999999,,0.85,35.694485,139.80719,11226.923076923076,163.3620642667841,13,post 2000,17495.0,Standard Price
3192,78789316,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78789316/,17580.0,57.82,2015,23.0,3.0,東京都豊島区南池袋２,池袋駅,8.0,33,2,LDK,0.72,0.5900000000000001,0.624,0.7,0.5,0.78,0.756,0.73,0.8,0.7,0.95,0.938,0.94,0.95,0.85,35.726524,139.715012,11279.703703703704,180.34077892686412,27,post 2000,14973.0,Standard Price
3194,20197617,https://suumo.jp/ms/chuko/tokyo/sc_chiyoda/nc_20197617/,17990.0,56.7,2025,7.0,2.0,東京都千代田区三番町,半蔵門駅,8.0,23,2,LDK,0.6166666666666667,0.55,0.5,,,0.7666666666666666,0.8099999999999999,0.8,,,0.9499999999999998,0.95,0.8999999999999999,,,35.690556,139.743591,34880.27272727273,364.7700461291545,22,post 2000,17664.0,Standard Price
3195,20059924,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20059924/,17980.0,79.53,2025,18.0,1.0,東京都中央区晴海５,勝どき駅,14.0,22,3,LDK,0.35,0.6000000000000001,0.705,0.7,,0.7,0.835,0.795,0.85,,0.85,0.885,0.95,0.95,,35.649506,139.775055,17752.95348837209,240.40717501438928,86,post 2000,18044.0,Good Deal
3196,78203707,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78203707/,17980.0,58.29,2015,31.0,2.0,東京都中央区月島１,月島駅,1.0,21,2,LDK,0.73,0.45,0.7,0.72,,0.7866666666666667,0.75,0.75,0.82,,0.9166666666666666,0.9,0.95,0.95,,35.665154,139.78186,17675.083333333332,230.0487784174208,48,post 2000,16782.0,Standard Price
3197,78762067,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78762067/,18000.0,58.94,2016,36.0,2.0,東京都中央区勝どき５,勝どき駅,7.0,26,2,LDK,0.62,0.6,0.685,0.75,,0.75,0.8,0.8,0.825,,0.95,0.935,0.95,0.95,,35.657185,139.771027,17752.95348837209,240.40717501438928,86,post 2000,17071.0,Standard Price
3198,78950294,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78950294/,17980.0,74.39,2011,6.0,11.0,東京都中央区湊２,八丁堀駅,5.0,22,3,LDK,0.5733333333333334,0.45,0.584,0.5,,0.7166666666666667,0.8,0.76,0.775,,0.9166666666666666,0.8999999999999999,0.92,0.925,,35.671036,139.780457,16559.576923076922,270.4733173019636,26,post 2000,17569.0,Standard Price
3199,20123191,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20123191/,17800.0,78.44,2015,32.0,2.0,東京都江東区豊洲６,新豊洲駅,5.0,11,3,LDK,0.65,,0.55,0.55,0.55,0.75,,0.65,0.75,0.75,0.91,,0.85,0.9,0.9,35.646683,139.786087,17907.5,238.33425065768265,8,post 2000,18091.0,Good Deal
3201,78224920,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78224920/,17999.0,121.26,2005,44.0,2.0,東京都江東区東雲１,辰巳駅,8.0,19,3,LDK,0.45,,0.6733333333333333,0.725,,0.8,,0.8266666666666667,0.83,,0.8,,0.9499999999999998,0.945,,35.648418,139.801819,12697.45,146.77118729702832,20,post 2000,17770.0,Standard Price
3202,77032286,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_77032286/,17980.0,82.67,2002,5.0,6.0,東京都目黒区鷹番２,学芸大学駅,5.0,20,3,LDK,0.65,0.45,0.45,,0.35,0.75,0.8125,0.75,,0.75,0.95,0.825,0.8500000000000001,,0.75,35.628925,139.687881,12952.1875,182.955196519338,16,post 2000,14929.0,Standard Price
3203,79200525,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79200525/,17980.0,84.18,2012,5.0,5.0,東京都目黒区目黒本町６,西小山駅,10.0,23,3,LDK,0.6633333333333333,0.625,0.6966666666666667,,,0.77,0.8,0.8266666666666667,,,0.94,0.9425,0.9499999999999998,,,35.620171,139.695175,8630.0,146.87294897180152,8,post 2000,17969.0,Standard Price
3204,20054527,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20054527/,17970.0,69.59,2005,3.0,3.0,東京都港区麻布十番２,麻布十番駅,1.0,34,1,LDK,0.65,0.45,0.6166666666666667,,0.55,0.7642857142857142,0.8,0.7333333333333334,,0.65,0.9214285714285714,0.65,0.9066666666666666,,0.92,35.655128,139.735596,38368.52542372881,413.993169583656,59,post 2000,17939.0,Standard Price
3205,20141647,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20141647/,17980.0,80.92,2005,11.0,2.0,東京都港区港南４,品川駅,15.0,22,2,LDK,0.375,0.4,0.6479999999999999,0.55,,0.7,0.725,0.79,0.75,,0.825,0.85,0.906,0.85,,35.627403,139.749313,19542.391304347828,244.36810782282456,46,post 2000,16901.0,Standard Price
3206,78634290,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78634290/,17900.0,74.23,1979,4.0,2.0,東京都港区赤坂８,青山一丁目駅,6.0,25,2,LDK,0.685,0.65,0.64,0.7,0.55,0.765,0.85,0.7933333333333333,0.72,0.75,0.935,0.9,0.9166666666666666,0.865,0.95,35.670738,139.728195,30132.5,348.4101366215524,8,pre 1981,17856.0,Standard Price
3208,79095744,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79095744/,17980.0,73.91,2007,15.0,1.0,東京都港区芝浦４,田町駅,8.0,22,3,LDK,0.6000000000000001,0.45,0.6066666666666667,0.72,0.25,0.85,0.75,0.7933333333333333,0.78,0.75,0.95,0.825,0.9,0.95,0.9,35.639664,139.747025,18779.01818181818,261.2012111566472,55,post 2000,17115.0,Standard Price
3209,20354065,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20354065/,17990.0,111.66,1970,6.0,1.0,東京都渋谷区広尾１-7-7,恵比寿駅,8.0,34,3,LDK,0.5733333333333334,0.55,0.5566666666666666,0.65,,0.7833333333333333,0.8,0.805,0.88,,0.8833333333333333,0.95,0.895,0.95,,35.64946,139.715332,18099.854166666668,260.07523942467424,48,pre 1981,17390.0,Standard Price
3210,78988639,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_78988639/,17980.0,58.73,2002,5.0,12.0,東京都渋谷区恵比寿西１,恵比寿駅,5.0,21,2,LDK,0.7066666666666667,0.45,0.65,0.72,0.55,0.75,0.85,0.76,0.85,0.65,0.9333333333333332,0.95,0.95,0.95,0.92,35.647743,139.705597,18099.854166666668,260.07523942467424,48,post 2000,17950.0,Standard Price
3211,79071898,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79071898/,17980.0,70.3,1999,2.0,1.0,東京都渋谷区東１-１９－２,渋谷駅,9.0,17,2,LDK,0.7133333333333333,0.66,0.6799999999999999,0.75,,0.7266666666666667,0.77,0.6849999999999999,0.85,,0.9499999999999998,0.9375,0.95,0.95,,35.654816,139.708984,23080.791666666668,328.0806729826705,48,1981 to 2000,21505.0,Good Deal
3212,20073607,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20073607/,17900.0,72.58,2004,3.0,15.0,東京都品川区大井３,大井町駅,8.0,20,2,LDK,,,0.72,0.7200000000000001,,,,0.78,0.7600000000000001,,,,0.95,0.93,,35.601974,139.729202,9136.8,177.09478037552034,15,post 2000,12563.0,Standard Price
3213,78616544,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_78616544/,17980.0,64.06,2006,25.0,1.0,東京都品川区北品川５,大崎駅,5.0,21,2,LDK,0.6066666666666667,0.64,0.5733333333333334,0.685,,0.75,0.7933333333333333,0.7600000000000001,0.815,,0.94,0.9366666666666666,0.9233333333333332,0.95,,35.621479,139.732269,19851.42857142857,297.7485326988762,21,post 2000,18237.0,Good Deal
3214,20060018,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20060018/,17980.0,67.29,2015,10.0,55.0,東京都新宿区富久町,新宿御苑前駅,7.0,22,2,LDK,0.65,0.5499999999999999,0.664,0.65,,0.7675,0.7166666666666667,0.744,0.815,,0.935,0.8666666666666667,0.918,0.935,,35.693493,139.714951,21061.555555555555,264.44731550265743,18,post 2000,17969.0,Standard Price
3215,78781813,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78781813/,17980.0,75.89,2002,1.0,5.0,東京都新宿区大京町,四谷三丁目駅,5.0,25,2,LDK,0.4642857142857143,0.45,0.6000000000000001,0.65,,0.7214285714285714,0.75,0.75,0.85,,0.8985714285714286,0.95,0.8999999999999999,0.95,,35.683849,139.717041,13842.0,228.69816743937847,14,post 2000,14565.0,Standard Price
3216,79105170,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79105170/,17900.0,73.83,1997,2.0,1.0,東京都新宿区中里町,神楽坂駅,5.0,22,2,LDK,0.7025,0.55,0.6966666666666667,0.635,0.55,0.71375,0.82,0.7933333333333333,0.81,0.55,0.94375,0.95,0.9499999999999998,0.925,0.91,35.705959,139.731873,13737.666666666666,216.65531269350947,9,1981 to 2000,17751.0,Standard Price
3217,79156173,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79156173/,17980.0,82.51,2002,10.0,32.0,東京都新宿区富久町,新宿御苑前駅,8.0,22,2,LDK,0.5925,0.4,0.55,0.65,,0.7675,0.76,0.75,0.85,,0.9125,0.85,0.9,0.9,,35.693493,139.714951,21061.555555555555,264.44731550265743,18,post 2000,17985.0,Good Deal
3218,20055582,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20055582/,17980.0,82.2,2009,4.0,1.0,東京都杉並区高井戸東１,浜田山駅,7.0,30,2,LDK,0.65,0.45,0.72,0.6666666666666666,0.15,0.7066666666666667,0.7,0.78,0.75,0.4,0.9166666666666666,0.85,0.95,0.94,0.7,35.679405,139.621948,15864.0,189.5104887108644,12,post 2000,15683.0,Standard Price
3219,20077609,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20077609/,17980.0,82.2,2009,4.0,1.0,東京都杉並区高井戸東１,浜田山駅,7.0,27,2,LDK,0.638,0.55,0.6000000000000001,0.6733333333333333,,0.776,0.7625,0.76,0.8466666666666667,,0.914,0.88,0.875,0.9333333333333332,,35.679405,139.621948,15864.0,189.5104887108644,12,post 2000,17695.0,Standard Price
3220,20180688,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20180688/,17980.0,82.2,2009,4.0,1.0,東京都杉並区高井戸東１,浜田山駅,7.0,33,2,LDK,0.6566666666666666,0.6000000000000001,0.6719999999999999,0.67,,0.6966666666666667,0.7424999999999999,0.768,0.77375,,0.94,0.93,0.924,0.935,,35.679405,139.621948,15864.0,189.5104887108644,12,post 2000,17614.0,Standard Price
3221,20183312,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20183312/,17980.0,82.2,2009,4.0,1.0,東京都杉並区高井戸東１,浜田山駅,7.0,23,2,LDK,0.6000000000000001,0.55,0.72,0.6675,,0.75,0.735,0.78,0.77,,0.95,0.885,0.95,0.8875,,35.679405,139.621948,15864.0,189.5104887108644,12,post 2000,17670.0,Standard Price
3222,20270717,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20270717/,17980.0,64.48,2015,25.0,1.0,東京都台東区蔵前２,蔵前駅,1.0,33,3,LDK,0.6066666666666667,0.485,0.704,0.76,0.7,0.6833333333333332,0.79,0.828,0.8925000000000001,0.65,0.9166666666666666,0.95,0.944,0.95,0.95,35.703022,139.792496,10441.285714285714,163.69154677533012,7,post 2000,12934.0,Standard Price
3224,79030360,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79030360/,18000.0,75.24,2015,4.0,1.0,東京都文京区千石２,千石駅,9.0,21,3,LDK,0.65,0.56,0.735,,0.65,0.77,0.8333333333333334,0.79,,0.7,0.93,0.8733333333333334,0.95,,0.95,35.723698,139.740524,11833.75,191.31730000675023,8,post 2000,17499.0,Standard Price
3225,79106437,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79106437/,18480.0,83.13,2005,8.0,1.0,東京都文京区水道１,飯田橋駅,10.0,22,4,LDK,0.6066666666666666,0.4,0.6166666666666667,0.65,0.55,0.7833333333333333,0.8,0.75,0.85,0.65,0.8166666666666668,0.9,0.9166666666666666,0.95,0.95,35.709312,139.741943,22093.25,319.68729551692024,20,post 2000,19702.0,Good Deal
3226,79106438,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79106438/,18800.0,74.53,2005,3.0,1.0,東京都文京区小石川１,春日駅,5.0,24,2,LDK,0.4166666666666667,0.35,0.55,,,0.7833333333333333,0.75,0.75,,,0.8733333333333334,0.8733333333333334,0.9,,,35.712425,139.751556,14371.277777777776,227.45139731117493,18,post 2000,15532.0,Standard Price
3227,20026164,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20026164/,18800.0,81.89,2016,34.0,2.0,東京都中央区晴海２,月島駅,13.0,24,3,LDK,0.72,0.45,0.7066666666666667,0.7424999999999999,0.45,0.78,0.7,0.85,0.9175,0.55,0.95,0.9,0.9499999999999998,0.95,0.85,35.655388,139.785828,17675.083333333332,230.0487784174208,48,post 2000,18572.0,Standard Price
3228,20153443,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20153443/,18500.0,85.09,2016,23.0,2.0,東京都中央区晴海２,勝どき駅,12.0,22,2,LDK,0.6000000000000001,0.45,0.685,0.64,,0.75,0.75,0.775,0.86,,0.8999999999999999,0.85,0.95,0.93,,35.655388,139.785828,17752.95348837209,240.40717501438928,86,post 2000,20095.0,Good Deal
3229,20262372,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20262372/,18490.0,83.2,2025,16.0,1.0,東京都中央区晴海５,勝どき駅,14.0,24,3,LDK,0.6174999999999999,,0.685,0.6425000000000001,,0.6325000000000001,,0.7575000000000001,0.7825,,0.9175,,0.9375,0.925,,35.649506,139.775055,17752.95348837209,240.40717501438928,86,post 2000,18762.0,Good Deal
