level_0,source_id,url,price_man_yen,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,rooms_num,base_layout,luxury_bathroom,luxury_bedroom,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_kitchen,brightness_living_room,brightness_toilet,condition_bathroom,condition_bedroom,condition_kitchen,condition_living_room,condition_toilet,latitude,longitude,station_avg_price_man_yen,station_avg_price_per_sqm,station_listing_count,building_period,predicted_price,deal
2398,78769886,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_78769886/,11900.0,65.55,1997,4.0,8.0,東京都目黒区碑文谷４,都立大学駅,7.0,33,3,LDK,0.4,0.4333333333333333,0.6333333333333334,0.55,0.15,0.7,0.8066666666666666,0.805,0.85,0.7,0.85,0.9166666666666666,0.94,0.95,0.75,35.620316,139.683395,10983.75,164.65671350955014,20,1981 to 2000,11367.0,Standard Price
2399,78810243,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_78810243/,11900.0,65.55,1997,4.0,8.0,東京都目黒区碑文谷４,都立大学駅,7.0,27,3,LDK,0.65,,0.6966666666666667,0.75,0.25,0.75,,0.83,0.85,0.55,0.95,,0.9499999999999998,0.95,0.85,35.620316,139.683395,10983.75,164.65671350955014,20,1981 to 2000,11899.0,Standard Price
2400,79042517,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79042517/,11980.0,50.06,1999,4.0,1.0,東京都目黒区中目黒１-１－７２,代官山駅,3.0,22,2,LDK,0.5833333333333334,0.45,0.635,0.65,0.55,0.7333333333333334,0.8166666666666668,0.7849999999999999,0.765,0.45,0.9166666666666666,0.9333333333333332,0.95,0.95,0.85,35.646435,139.702087,29481.655172413797,332.8847754101276,29,1981 to 2000,12175.0,Good Deal
2401,20228566,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20228566/,11980.0,68.95,1977,8.0,8.0,東京都港区白金台３,白金台駅,3.0,24,1,LDK,0.4833333333333334,0.35,0.5166666666666667,0.525,0.35,0.7233333333333333,0.75,0.75,0.81,0.55,0.8733333333333334,0.85,0.9,0.8574999999999999,0.85,35.636066,139.725296,33444.8,333.4969147182569,20,pre 1981,11980.0,Standard Price
2402,78519225,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78519225/,11900.0,65.1,2005,12.0,1.0,東京都港区港南３,品川駅,15.0,21,2,LDK,0.65,0.525,0.4166666666666667,,,0.75,0.8075,0.7233333333333333,,,0.95,0.905,0.85,,,35.633694,139.750671,19542.391304347828,244.36810782282456,46,post 2000,13341.0,Good Deal
2403,20023087,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20023087/,11880.0,87.94,2026,1.0,3.0,東京都世田谷区下馬６,学芸大学駅,7.0,27,2,LDK,0.54,0.45,0.72,0.6966666666666667,0.55,0.7266666666666667,0.7,0.765,0.7833333333333333,0.45,0.9066666666666666,0.8999999999999999,0.95,0.9499999999999998,0.92,35.629711,139.679428,12952.1875,182.955196519338,16,post 2000,11904.0,Good Deal
2404,20094411,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20094411/,11980.0,59.39,2002,5.0,1.0,東京都世田谷区奥沢３,奥沢駅,1.0,23,2,LDK,0.65,0.475,0.6000000000000001,0.35,0.325,0.75,0.8,0.75,0.75,0.525,0.95,0.9375,0.935,0.85,0.85,35.601929,139.67363,10146.666666666666,173.28534999427544,3,post 2000,11947.0,Standard Price
2405,20246696,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20246696/,11980.0,59.39,2002,5.0,1.0,東京都世田谷区奥沢３,奥沢駅,1.0,33,2,LDK,0.72,0.45,0.6166666666666667,0.55,0.45,0.78,0.8166666666666668,0.7833333333333333,0.75,0.55,0.95,0.9233333333333332,0.9333333333333332,0.95,0.85,35.601929,139.67363,10146.666666666666,173.28534999427544,3,post 2000,11906.0,Standard Price
2406,78565723,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78565723/,11980.0,103.08,1988,2.0,1.0,東京都世田谷区桜上水２,経堂駅,14.0,21,3,LDK,0.45,0.6066666666666667,0.685,0.65,0.25,0.775,0.7933333333333333,0.825,0.85,0.85,0.8999999999999999,0.8833333333333333,0.95,0.95,0.75,35.659718,139.628052,7267.666666666667,95.13950450310516,9,1981 to 2000,11604.0,Standard Price
2407,79001690,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79001690/,11980.0,73.16,2021,2.0,7.0,東京都世田谷区等々力８,尾山台駅,15.0,23,2,LDK,0.5,0.45,0.72,0.72,0.35,0.7,0.7166666666666667,0.8,0.85,0.75,0.8999999999999999,0.9,0.95,0.95,0.95,35.614834,139.650833,10529.75,129.80881579725644,8,post 2000,11986.0,Good Deal
2408,76867250,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_76867250/,11880.0,54.46,2001,7.0,10.0,東京都渋谷区渋谷２,渋谷駅,9.0,24,1,LDK,0.635,0.35,0.64,0.7025,,0.765,0.75,0.7333333333333334,0.8225,,0.935,0.85,0.9333333333333332,0.95,,35.659611,139.705826,23080.791666666668,328.0806729826705,48,post 2000,11926.0,Good Deal
2409,79198483,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79198483/,11980.0,52.95,1999,6.0,14.0,東京都渋谷区円山町２２－１２,渋谷駅,10.0,31,2,LDK,0.4675,0.45,0.585,0.72,,0.7875,0.8,0.765,0.82,,0.925,0.925,0.8999999999999999,0.95,,35.656269,139.694031,23080.791666666668,328.0806729826705,48,1981 to 2000,12066.0,Good Deal
2410,20111843,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20111843/,11980.0,55.11,2013,2.0,8.0,東京都品川区小山６-21-11,西小山駅,5.0,21,2,LDK,0.6000000000000001,0.4166666666666667,0.5166666666666667,,0.45,0.735,0.775,0.7166666666666667,,0.75,0.8999999999999999,0.8666666666666667,0.8666666666666667,,0.85,35.612854,139.70079,8630.0,146.87294897180152,8,post 2000,11972.0,Standard Price
2411,20224705,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20224705/,11880.0,66.18,2011,1.0,3.0,東京都品川区上大崎１,目黒駅,8.0,22,2,LDK,0.5,0.35,0.45,,0.25,0.75,0.75,0.55,,0.55,0.875,0.85,0.7,,0.85,35.634068,139.723267,14174.825,206.5191786547694,40,post 2000,11910.0,Good Deal
2412,78965525,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_78965525/,11980.0,54.67,2014,5.0,8.0,東京都品川区西五反田６-１９－４,不動前駅,8.0,26,2,LDK,0.564,0.35,0.6166666666666667,0.65,,0.77,0.85,0.7166666666666667,0.78,,0.908,0.95,0.9066666666666668,0.95,,35.621307,139.715073,11558.42857142857,207.92052982688344,7,post 2000,12464.0,Good Deal
2413,77063044,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_77063044/,11850.0,71.23,2023,2.0,7.0,東京都新宿区中落合１,中井駅,6.0,21,1,LDK,0.66,0.5116666666666667,0.635,,,0.7925,0.75,0.8,,,0.95,0.945,0.8999999999999999,,,35.71714,139.690247,6334.333333333333,108.73971336340342,6,post 2000,8529.0,Standard Price
2414,78665637,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78665637/,11880.0,57.64,2012,4.0,7.0,東京都新宿区市谷加賀町２,牛込柳町駅,5.0,24,2,LDK,0.325,0.35,0.55,,,0.5,0.725,0.75,,,0.825,0.825,0.85,,,35.696823,139.728607,13457.5,205.54840883810323,4,post 2000,12446.0,Good Deal
2416,78436401,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_78436401/,11900.0,65.16,2011,12.0,14.0,東京都台東区西浅草２,田原町駅,5.0,26,2,LDK,0.6633333333333333,0.325,0.6633333333333333,0.685,0.45,0.7533333333333333,0.725,0.7733333333333333,0.7849999999999999,0.65,0.9333333333333332,0.85,0.94,0.95,0.92,35.712971,139.789963,6971.7,132.25390747129362,10,post 2000,11881.0,Standard Price
2417,78416695,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78416695/,11980.0,80.23,1998,8.0,10.0,東京都豊島区西池袋４,要町駅,5.0,26,2,LDK,0.55,0.6000000000000001,0.6733333333333333,0.7025,,0.75,0.8,0.86,0.8425,,0.85,0.935,0.9499999999999998,0.95,,35.728237,139.699127,7089.416666666667,122.72580138120324,12,1981 to 2000,8654.0,Standard Price
2418,78907566,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78907566/,11950.0,60.75,2009,12.0,14.0,東京都豊島区駒込１,駒込駅,3.0,21,2,LDK,0.3833333333333333,0.575,0.575,,,0.75,0.8125,0.625,,,0.8666666666666667,0.9,0.85,,,35.735039,139.749603,10020.0,149.5189127138942,6,post 2000,11947.0,Standard Price
2419,20324349,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20324349/,11999.0,52.16,2004,2.0,1.0,東京都文京区春日２-3-1,飯田橋駅,8.0,25,1,LDK,0.5833333333333334,0.625,0.4166666666666667,,,0.6833333333333332,0.8,0.75,,,0.9,0.925,0.8833333333333333,,,35.708923,139.74498,22093.25,319.68729551692024,20,post 2000,12176.0,Good Deal
2420,79214785,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79214785/,11980.0,54.51,2018,2.0,1.0,東京都文京区本郷５,本郷三丁目駅,6.0,24,1,LDK,0.55,0.3,0.5666666666666668,,,0.85,0.725,0.7616666666666667,,,0.95,0.85,0.9116666666666666,,,35.710117,139.758118,14131.416666666666,218.45402080201333,12,post 2000,12978.0,Good Deal
2421,20025697,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20025697/,11980.0,76.67,2002,4.0,8.0,東京都中央区勝どき３,勝どき駅,4.0,22,3,LDK,0.72,,0.6000000000000001,0.55,0.15,0.75,,0.7875,0.75,0.4,0.95,,0.9375,0.9,0.75,35.659458,139.773972,17752.95348837209,240.40717501438928,86,post 2000,11990.0,Good Deal
2422,20325761,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20325761/,11999.0,62.1,1984,12.0,13.0,東京都中央区月島１-１４-１３,月島駅,2.0,25,2,LDK,0.5833333333333334,0.65,0.44,,,0.7166666666666667,0.84,0.72,,,0.9166666666666666,0.9499999999999998,0.8640000000000001,,,35.66523,139.781662,17675.083333333332,230.0487784174208,48,1981 to 2000,9606.0,Standard Price
2423,79079702,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79079702/,11980.0,69.02,2005,4.0,13.0,東京都中央区勝どき５,勝どき駅,8.0,33,3,LDK,0.45,0.45,0.6100000000000001,0.545,0.35,0.7,0.85,0.784,0.8450000000000001,0.65,0.8999999999999999,0.95,0.944,0.945,0.9,35.657185,139.771027,17752.95348837209,240.40717501438928,86,post 2000,14922.0,Good Deal
2424,20110694,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20110694/,11980.0,62.52,2010,2.0,1.0,東京都江東区有明１,有明テニスの森駅,6.0,22,2,LDK,0.72,,0.735,0.735,,0.75,,0.9,0.74,,0.95,,0.95,0.925,,35.640907,139.789581,12848.75,181.5718757171457,8,post 2000,11975.0,Standard Price
2425,20180029,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20180029/,11990.0,60.86,2020,15.0,15.0,東京都江東区東雲１,豊洲駅,10.0,22,2,LDK,0.585,0.55,0.678,,,0.7150000000000001,0.75,0.762,,,0.8999999999999999,0.85,0.938,,,35.648418,139.801819,13853.38596491228,191.3804020579261,57,post 2000,11990.0,Standard Price
2427,20221949,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20221949/,11980.0,85.8,2007,18.0,20.0,東京都江東区新砂１,東陽町駅,7.0,22,3,LDK,0.4933333333333333,0.4,0.65,0.735,,0.7166666666666667,0.71,0.88,0.885,,0.9066666666666666,0.835,0.92,0.935,,35.662144,139.822205,8550.833333333334,115.21378980814994,18,post 2000,11976.0,Standard Price
2428,20238039,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20238039/,11980.0,81.59,2005,6.0,1.0,東京都江東区新砂３-4-43,南砂町駅,3.0,27,3,LDK,0.6425000000000001,0.4833333333333334,0.5,0.735,,0.7575000000000001,0.7666666666666666,0.75,0.85,,0.9425,0.9166666666666666,0.85,0.945,,35.667568,139.832825,6553.896551724138,95.35239346656198,29,post 2000,10751.0,Standard Price
2429,20287618,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20287618/,11980.0,75.79,2014,3.0,14.0,東京都江東区南砂５,南砂町駅,9.0,22,2,LDK,0.45,,0.72,,,0.65,,0.82,,,0.875,,0.95,,,35.675323,139.83197,6553.896551724138,95.35239346656198,29,post 2000,7953.0,Standard Price
2432,20120055,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20120055/,11980.0,75.26,1973,3.0,8.0,東京都目黒区中目黒１,代官山駅,5.0,22,2,LDK,0.45,0.55,0.6000000000000001,0.64,0.45,0.65,0.75,0.765,0.7966666666666665,0.75,0.85,0.85,0.885,0.86,0.85,35.643726,139.702789,29481.655172413797,332.8847754101276,29,pre 1981,11948.0,Standard Price
2433,20300604,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20300604/,11980.0,56.5,2018,2.0,1.0,東京都目黒区柿の木坂１,都立大学駅,3.0,21,2,LDK,,0.475,0.45,0.72,,,0.6000000000000001,0.65,0.85,,,0.8999999999999999,0.8,0.95,,35.62101,139.67717,10983.75,164.65671350955014,20,post 2000,11491.0,Standard Price
2434,79083075,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79083075/,11980.0,61.43,2005,1.0,2.0,東京都目黒区中町２,祐天寺駅,9.0,15,2,LDK,0.55,0.7,0.55,0.71,,0.75,0.85,0.75,0.8325,,0.9,0.9,0.85,0.905,,35.633255,139.694077,12358.75,161.22112524848797,8,post 2000,12005.0,Good Deal
2435,79196711,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79196711/,11999.0,50.63,2017,9.0,15.0,東京都目黒区大橋２,池尻大橋駅,2.0,21,2,LDK,0.5,0.5833333333333334,0.55,,,0.8,0.85,0.6925,,,0.925,0.9333333333333332,0.91,,,35.653324,139.686539,16398.65,245.86520031740187,20,post 2000,13720.0,Good Deal
2436,20302624,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20302624/,11980.0,53.78,2006,28.0,2.0,東京都港区港南３,品川駅,14.0,22,2,LDK,0.5175,0.3,0.65,,,0.6875,0.725,0.75,,,0.875,0.85,0.95,,,35.633694,139.750671,19542.391304347828,244.36810782282456,46,post 2000,12395.0,Good Deal
2437,20324333,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20324333/,11999.0,53.9,2007,11.0,2.0,東京都港区芝浦１-4-11,浜松町駅,7.0,27,2,LDK,0.5833333333333334,0.65,0.425,,,0.7166666666666667,0.8166666666666668,0.7283333333333334,,,0.9066666666666666,0.9333333333333332,0.8666666666666667,,,35.648983,139.754776,33399.0,463.097080019362,21,post 2000,14193.0,Good Deal
2438,20102927,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_20102927/,11990.0,71.41,2018,2.0,5.0,東京都中野区南台３-10-4,中野富士見町駅,12.0,25,3,LDK,0.585,0.65,0.55,,,0.65,0.85,0.85,,,0.8999999999999999,0.95,0.9125,,,35.684238,139.668411,8810.0,110.95901351059686,5,post 2000,11997.0,Good Deal
2440,20166702,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20166702/,11980.0,79.03,2002,3.0,3.0,東京都世田谷区砧３,祖師ヶ谷大蔵駅,9.0,29,3,LDK,0.45,0.3,0.65,0.6066666666666667,,0.7,0.7,0.85,0.7399999999999999,,0.85,0.8,0.95,0.8833333333333333,,35.637173,139.612823,7654.0,102.98866228965262,10,post 2000,11964.0,Standard Price
2441,20170944,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20170944/,11980.0,79.03,2002,3.0,3.0,東京都世田谷区砧３,祖師ヶ谷大蔵駅,9.0,16,3,LDK,0.4,0.35,0.55,,,0.6,0.6833333333333332,0.75,,,0.825,0.8166666666666668,0.875,,,35.637173,139.612823,7654.0,102.98866228965262,10,post 2000,11979.0,Standard Price
2444,79013312,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79013312/,11980.0,65.52,1982,8.0,1.0,東京都渋谷区広尾５-23-2,広尾駅,8.0,21,3,LDK,,,0.4,,,,,0.735,,,,,0.685,,,35.648563,139.717819,29573.117647058825,332.34353205193884,34,1981 to 2000,12562.0,Good Deal
2445,79049934,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79049934/,11990.0,66.52,1976,2.0,1.0,東京都渋谷区猿楽町,渋谷駅,8.0,19,3,LDK,0.72,,0.685,0.55,,0.78,,0.815,0.85,,0.95,,0.95,0.95,,35.650089,139.700867,23080.791666666668,328.0806729826705,48,pre 1981,13330.0,Good Deal
2446,79069070,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79069070/,11980.0,41.54,1998,2.0,6.0,東京都渋谷区神宮前１,原宿駅,3.0,20,1,LDK,0.5,0.35,0.5750000000000001,0.55,0.55,0.75,0.75,0.7825,0.75,0.75,0.935,0.85,0.93,0.9,0.95,35.671551,139.705307,24576.0,266.1459684895564,5,1981 to 2000,11980.0,Standard Price
2447,20272230,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20272230/,11999.0,64.9,2010,4.0,7.0,東京都新宿区西早稲田１,早稲田駅,3.0,27,3,LDK,0.5425,0.55,0.6000000000000001,0.6675,0.45,0.675,0.8,0.765,0.8,0.55,0.9175,0.8999999999999999,0.8999999999999999,0.935,0.85,35.70982,139.719025,10989.5,175.38769752155525,2,post 2000,12037.0,Good Deal
2448,20077592,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20077592/,11999.0,68.54,2001,4.0,15.0,東京都豊島区北大塚３,大塚駅,5.0,28,3,LDK,0.4833333333333333,0.35,0.4833333333333334,0.65,,0.6733333333333333,0.75,0.8166666666666668,0.8,,0.8833333333333333,0.85,0.8833333333333333,0.925,,35.7342,139.72406,8127.0,144.26205534728902,15,post 2000,11996.0,Standard Price
2449,20044722,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_20044722/,12000.0,57.61,2017,13.0,1.0,東京都荒川区西日暮里２,日暮里駅,3.0,23,2,LDK,0.7025,0.55,0.635,,,0.775,0.8,0.7150000000000001,,,0.95,0.95,0.95,,,35.730396,139.771027,11368.818181818182,180.12956833884073,11,post 2000,12077.0,Good Deal
2450,78981019,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78981019/,12400.0,55.61,2019,2.0,13.0,東京都文京区湯島２,御茶ノ水駅,7.0,29,2,LDK,0.692,0.72,0.7200000000000001,0.7,,0.796,0.82,0.7933333333333333,0.85,,0.95,0.95,0.9499999999999998,0.95,,35.705196,139.765915,13196.333333333334,227.16417403866964,6,post 2000,12415.0,Good Deal
2451,79167781,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79167781/,12180.0,65.15,2016,6.0,7.0,東京都文京区千石２,茗荷谷駅,9.0,23,2,LDK,0.45,0.41,0.65,,,0.7424999999999999,0.756,0.75,,,0.875,0.85,0.925,,,35.723698,139.740524,12146.35294117647,194.42811604006044,17,post 2000,12176.0,Standard Price
2452,20074689,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20074689/,12400.0,69.86,1998,41.0,2.0,東京都中央区晴海１,月島駅,7.0,21,1,LDK,0.6333333333333334,0.65,0.65,0.638,,0.75,0.78,0.75,0.756,,0.9366666666666666,0.92,0.95,0.916,,35.659523,139.786163,17675.083333333332,230.0487784174208,48,1981 to 2000,14629.0,Good Deal
2455,20271291,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20271291/,12400.0,76.5,1997,10.0,12.0,東京都江東区福住２,清澄白河駅,10.0,30,3,LDK,0.4674999999999999,0.45,0.45,,,0.7325,0.75,0.72,,,0.91,0.885,0.85,,,35.67823,139.794006,12046.1875,163.65198068110948,16,1981 to 2000,11272.0,Standard Price
2456,20342986,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20342986/,12380.0,82.45,2005,34.0,2.0,東京都江東区東雲１,辰巳駅,8.0,27,2,LDK,0.45,0.72,0.35,0.585,0.0,0.75,0.92,0.75,0.7849999999999999,0.0,0.8333333333333334,0.95,0.85,0.8999999999999999,1.0,35.648418,139.801819,12697.45,146.77118729702832,20,post 2000,12591.0,Good Deal
2458,79015950,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79015950/,12300.0,54.24,2019,15.0,33.0,東京都江東区有明２,有明駅,4.0,23,2,LDK,0.6833333333333332,0.65,0.72,0.55,,0.7833333333333333,0.9,0.85,0.75,,0.9499999999999998,0.95,0.95,0.95,,35.636322,139.789978,16050.0,237.32085960799608,2,post 2000,12300.0,Standard Price
2459,20241608,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20241608/,11999.0,50.63,2017,9.0,15.0,東京都目黒区大橋２,池尻大橋駅,2.0,14,2,LDK,0.6699999999999999,0.7,0.6000000000000001,0.75,0.55,0.8,0.865,0.75,0.92,0.75,0.95,0.95,0.95,0.95,0.9,35.653324,139.686539,16398.65,245.86520031740187,20,post 2000,12005.0,Good Deal
2460,79188906,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79188906/,11999.0,50.63,2017,9.0,15.0,東京都目黒区大橋２,池尻大橋駅,2.0,23,2,LDK,0.4833333333333334,0.525,0.55,,0.35,0.7166666666666667,0.75,0.7,,0.65,0.9,0.9125,0.9,,0.85,35.653324,139.686539,16398.65,245.86520031740187,20,post 2000,12019.0,Good Deal
2461,20133640,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20133640/,12390.0,58.85,1997,2.0,11.0,東京都港区高輪３,高輪台駅,6.0,27,2,LDK,0.45,0.5166666666666667,0.665,,0.55,0.7175,0.7833333333333333,0.78,,0.7,0.85,0.89,0.92,,0.9,35.632107,139.737305,32038.18181818182,288.78202690158844,11,1981 to 2000,12411.0,Good Deal
2462,20162715,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20162715/,12000.0,48.08,2001,8.0,9.0,東京都港区赤坂６,赤坂駅,4.0,17,1,LDK,0.4833333333333333,0.525,0.55,,,0.75,0.8075,0.75,,,0.8733333333333334,0.8999999999999999,0.95,,,35.669376,139.735458,18867.4375,282.3799309491012,16,post 2000,12019.0,Good Deal
2463,78616681,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78616681/,12380.0,51.09,2020,14.0,1.0,東京都港区海岸２,日の出駅,2.0,31,1,LDK,0.6425000000000001,0.7399999999999999,0.6833333333333332,0.7833333333333333,,0.75,0.8933333333333332,0.7833333333333333,0.8733333333333334,,0.9325,0.9499999999999998,0.9333333333333332,0.9499999999999998,,35.64912,139.758881,10435.0,198.04698436252352,2,post 2000,13401.0,Good Deal
2465,20165683,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20165683/,12290.0,73.45,2007,4.0,1.0,東京都世田谷区等々力７,尾山台駅,8.0,24,3,LDK,0.6000000000000001,0.6000000000000001,0.584,,,0.8,0.865,0.76,,,0.935,0.95,0.924,,,35.614346,139.656509,10529.75,129.80881579725644,8,post 2000,12403.0,Good Deal
2466,20323900,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20323900/,12200.0,62.82,2015,6.0,9.0,東京都世田谷区瀬田４,二子玉川駅,10.0,25,2,LDK,0.5,,0.6000000000000001,,,0.7,,0.7,,,0.8999999999999999,,0.8999999999999999,,,35.62011,139.626556,11672.6,162.03007244699242,20,post 2000,12868.0,Good Deal
2467,20273580,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20273580/,12000.0,40.16,2010,9.0,1.0,東京都渋谷区恵比寿４,恵比寿駅,2.0,13,1,LDK,0.55,0.35,0.475,,0.2,0.6,0.7150000000000001,0.65,,0.4,0.935,0.885,0.85,,0.85,35.645035,139.713577,18099.854166666668,260.07523942467424,48,post 2000,10054.0,Standard Price
2468,79148885,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79148885/,12280.0,47.34,1994,6.0,1.0,東京都渋谷区恵比寿西２,恵比寿駅,6.0,23,1,LDK,0.65,0.7,0.65,,0.35,0.7,0.85,0.75,,0.65,0.935,0.95,0.95,,0.85,35.650158,139.70665,18099.854166666668,260.07523942467424,48,1981 to 2000,8365.0,Standard Price
2469,79157360,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79157360/,12440.0,66.41,1976,3.0,7.0,東京都渋谷区猿楽町,代官山駅,8.0,24,1,LDK,0.585,0.685,0.7200000000000001,0.7133333333333333,,0.8175,0.815,0.84,0.8233333333333333,,0.9075,0.95,0.9499999999999998,0.9499999999999998,,35.650089,139.700867,29481.655172413797,332.8847754101276,29,pre 1981,12440.0,Standard Price
2470,20141885,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20141885/,11999.0,83.51,2011,1.0,1.0,東京都品川区北品川３,北品川駅,4.0,21,2,LDK,0.45,0.2875,0.6116666666666667,0.65,,0.75,0.7375,0.8316666666666667,0.85,,0.92,0.85,0.935,0.95,,35.619308,139.738968,11999.0,143.68339121063346,1,post 2000,15121.0,Good Deal
2471,20349853,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20349853/,12280.0,48.07,2012,7.0,1.0,東京都新宿区北新宿２-21-2,西新宿駅,6.0,34,2,LDK,0.65,0.5357142857142857,0.5675,,0.25,0.85,0.7828571428571429,0.765,,0.65,0.95,0.9271428571428572,0.8999999999999999,,0.85,35.696228,139.689133,16268.333333333334,268.2258591186243,6,post 2000,12853.0,Good Deal
2473,79105128,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79105128/,12280.0,83.17,1988,7.0,1.0,東京都新宿区百人町３,新大久保駅,6.0,23,3,LDK,0.6725,0.5833333333333334,0.65,0.55,,0.795,0.8733333333333334,0.75,0.85,,0.9375,0.9499999999999998,0.95,0.95,,35.706009,139.697739,9113.333333333334,131.9961525441031,3,1981 to 2000,12045.0,Standard Price
2474,78509252,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_78509252/,12480.0,56.44,2020,10.0,1.0,東京都杉並区成田東４,南阿佐ケ谷駅,1.0,24,2,LDK,0.65,0.4833333333333333,0.685,,0.65,0.735,0.7833333333333333,0.775,,0.75,0.92,0.8833333333333333,0.9375,,0.95,35.696785,139.636108,10120.727272727272,151.56278005847113,11,post 2000,12461.0,Standard Price
